,as_of_date,variable_id_1,variable_id_2,calculation_date,value
860,2021-01-29,id_4,id_3,2021-03-31,-0.4831277920031477
861,2021-02-01,id_4,id_3,2021-03-31,-0.6502332912943734
862,2021-02-02,id_4,id_3,2021-03-31,-0.3707528835366748
863,2021-02-03,id_4,id_3,2021-03-31,0.3609050975548426
864,2021-02-04,id_4,id_3,2021-03-31,0.7101729156429828
865,2021-02-05,id_4,id_3,2021-03-31,0.1984747888059714
866,2021-02-08,id_4,id_3,2021-03-31,0.04641004759859894
867,2021-02-09,id_4,id_3,2021-03-31,0.30714755841697444
868,2021-02-10,id_4,id_3,2021-03-31,0.5335866818426251
869,2021-02-11,id_4,id_3,2021-03-31,-0.039889526026558986
870,2021-02-12,id_4,id_3,2021-03-31,0.1639842841370403
871,2021-02-15,id_4,id_3,2021-03-31,-0.12289626811027675
872,2021-02-16,id_4,id_3,2021-03-31,-0.2429993013780129
873,2021-02-17,id_4,id_3,2021-03-31,-0.3988680131446116
874,2021-02-18,id_4,id_3,2021-03-31,-0.6169665930395978
875,2021-02-19,id_4,id_3,2021-03-31,-0.5845718592226696
876,2021-02-22,id_4,id_3,2021-03-31,-0.7809237637775132
877,2021-02-23,id_4,id_3,2021-03-31,-0.7865481153793923
878,2021-02-24,id_4,id_3,2021-03-31,0.5132791748179156
879,2021-02-25,id_4,id_3,2021-03-31,0.5284532390233803
880,2021-02-26,id_4,id_3,2021-03-31,0.5734623443633284
881,2021-03-01,id_4,id_3,2021-03-31,0.4079401853418235
882,2021-03-02,id_4,id_3,2021-03-31,0.68839895257915
883,2021-03-03,id_4,id_3,2021-03-31,0.7721873425053444
884,2021-03-04,id_4,id_3,2021-03-31,0.25308019831045564
885,2021-03-05,id_4,id_3,2021-03-31,-0.10414197672180611
886,2021-03-08,id_4,id_3,2021-03-31,-0.23154667215518046
887,2021-03-09,id_4,id_3,2021-03-31,-0.20248141451291823
888,2021-03-10,id_4,id_3,2021-03-31,-0.3849486769310525
889,2021-03-11,id_4,id_3,2021-03-31,-0.2525535657992162
890,2021-03-12,id_4,id_3,2021-03-31,0.06335640768175574
891,2021-03-15,id_4,id_3,2021-03-31,0.4328671059559641
892,2021-03-16,id_4,id_3,2021-03-31,0.7582171829430986
893,2021-03-17,id_4,id_3,2021-03-31,0.8845744836625913
894,2021-03-18,id_4,id_3,2021-03-31,0.8370293494663924
895,2021-03-19,id_4,id_3,2021-03-31,0.25801936026630673
896,2021-03-22,id_4,id_3,2021-03-31,0.18546242959157433
897,2021-03-23,id_4,id_3,2021-03-31,0.15409339984228793
898,2021-03-24,id_4,id_3,2021-03-31,-0.22951138354487416
899,2021-03-25,id_4,id_3,2021-03-31,-0.4942145256319308
900,2021-01-01,id_4,id_4,2021-03-31,
901,2021-01-04,id_4,id_4,2021-03-31,
902,2021-01-05,id_4,id_4,2021-03-31,
903,2021-01-06,id_4,id_4,2021-03-31,
904,2021-01-07,id_4,id_4,2021-03-31,
905,2021-01-08,id_4,id_4,2021-03-31,1.0000000000000007
906,2021-01-11,id_4,id_4,2021-03-31,0.9999999999999996
907,2021-01-12,id_4,id_4,2021-03-31,0.9999999999999996
908,2021-01-13,id_4,id_4,2021-03-31,1.0000000000000002
909,2021-01-14,id_4,id_4,2021-03-31,0.9999999999999996
910,2021-01-15,id_4,id_4,2021-03-31,1.0000000000000002
911,2021-01-18,id_4,id_4,2021-03-31,0.9999999999999999
912,2021-01-19,id_4,id_4,2021-03-31,0.9999999999999999
913,2021-01-20,id_4,id_4,2021-03-31,1.0000000000000002
914,2021-01-21,id_4,id_4,2021-03-31,1.0
915,2021-01-22,id_4,id_4,2021-03-31,0.9999999999999998
916,2021-01-25,id_4,id_4,2021-03-31,1.0
917,2021-01-26,id_4,id_4,2021-03-31,1.0000000000000002
918,2021-01-27,id_4,id_4,2021-03-31,1.0
919,2021-01-28,id_4,id_4,2021-03-31,1.000000000000001
920,2021-01-29,id_4,id_4,2021-03-31,1.0000000000000002
921,2021-02-01,id_4,id_4,2021-03-31,1.0000000000000002
922,2021-02-02,id_4,id_4,2021-03-31,1.0000000000000009
923,2021-02-03,id_4,id_4,2021-03-31,1.0000000000000002
924,2021-02-04,id_4,id_4,2021-03-31,0.9999999999999998
925,2021-02-05,id_4,id_4,2021-03-31,0.9999999999999991
926,2021-02-08,id_4,id_4,2021-03-31,0.9999999999999991
927,2021-02-09,id_4,id_4,2021-03-31,0.9999999999999922
928,2021-02-10,id_4,id_4,2021-03-31,0.9999999999999823
929,2021-02-11,id_4,id_4,2021-03-31,0.9999999999999972
930,2021-02-12,id_4,id_4,2021-03-31,0.9999999999999982
931,2021-02-15,id_4,id_4,2021-03-31,0.9999999999999997
932,2021-02-16,id_4,id_4,2021-03-31,1.0
933,2021-02-17,id_4,id_4,2021-03-31,0.9999999999999998
934,2021-02-18,id_4,id_4,2021-03-31,0.9999999999999997
935,2021-02-19,id_4,id_4,2021-03-31,0.9999999999999997
936,2021-02-22,id_4,id_4,2021-03-31,1.0
937,2021-02-23,id_4,id_4,2021-03-31,0.9999999999999994
938,2021-02-24,id_4,id_4,2021-03-31,0.9999999999999994
939,2021-02-25,id_4,id_4,2021-03-31,0.9999999999999994
940,2021-02-26,id_4,id_4,2021-03-31,0.9999999999999997
941,2021-03-01,id_4,id_4,2021-03-31,0.9999999999999998
942,2021-03-02,id_4,id_4,2021-03-31,0.9999999999999999
943,2021-03-03,id_4,id_4,2021-03-31,0.9999999999999998
944,2021-03-04,id_4,id_4,2021-03-31,0.9999999999999997
945,2021-03-05,id_4,id_4,2021-03-31,0.9999999999999997
946,2021-03-08,id_4,id_4,2021-03-31,0.9999999999999999
947,2021-03-09,id_4,id_4,2021-03-31,0.9999999999999998
948,2021-03-10,id_4,id_4,2021-03-31,0.9999999999999999
949,2021-03-11,id_4,id_4,2021-03-31,0.9999999999999998
950,2021-03-12,id_4,id_4,2021-03-31,0.9999999999999997
951,2021-03-15,id_4,id_4,2021-03-31,0.9999999999999996
952,2021-03-16,id_4,id_4,2021-03-31,0.9999999999999989
953,2021-03-17,id_4,id_4,2021-03-31,0.9999999999999998
954,2021-03-18,id_4,id_4,2021-03-31,0.9999999999999996
955,2021-03-19,id_4,id_4,2021-03-31,0.9999999999999993
956,2021-03-22,id_4,id_4,2021-03-31,0.9999999999999998
957,2021-03-23,id_4,id_4,2021-03-31,1.0
958,2021-03-24,id_4,id_4,2021-03-31,1.0
959,2021-03-25,id_4,id_4,2021-03-31,1.0000000000000002
